user_id,age_group,gender,primary_platform,platforms_used,daily_usage_hours,posts_per_week,stories_per_week,likes_received_weekly,comments_received_weekly,followers_count,following_count,late_night_hours,morning_check_hours,comparison_content_pct,news_content_pct,entertainment_content_pct,avg_session_duration_min,sessions_per_day,notifications_per_day,fomo_score,engagement_ratio,follower_following_ratio,usage_intensity,late_night_pct,depression_score,anxiety_score,self_esteem_score,sleep_quality_score,life_satisfaction,loneliness_score,stress_level,body_image_score,seeks_validation_frequency,compares_to_others_frequency,has_taken_break,cyberbullying_experienced,professional_help_seeking,support_system_rating,physical_activity_hours_week,face_to_face_social_hours_week,depression_severity,anxiety_severity,sleep_quality_category,mental_health_composite
USER0172,45-54,Male,Snapchat,5.0,1.93,3.0,7.0,75.0,11.0,82.0,1770.0,0.39,0.17,25.6,5.6,68.8,72.2,5.0,170.0,6.6,0.9036144578313252,0.0463015245623941,9.65,20.207253886010363,10.8,18.8,39.9,6.1,9.9,51.1,2.8,4.1,Rarely,Rarely,No,Yes,No,1.5,7.3,21.7,Moderate,Severe,Moderate,22.72857142857143
USER0173,25-34,Male,Snapchat,2.0,5.46,9.0,22.0,167.0,15.0,155.0,56.0,1.47,0.64,56.4,37.5,6.1,50.2,16.0,108.0,5.5,1.0705128205128205,2.719298245614035,87.36,26.923076923076923,14.5,18.7,29.0,20.1,3.6,38.8,32.2,4.8,Never,Sometimes,Yes,Yes,No,7.2,2.9,16.6,Moderately Severe,Severe,Poor,14.414285714285713
USER0174,25-34,Female,YouTube,2.0,4.37,0.0,0.0,0.0,0.0,17.0,3522.0,2.11,0.25,35.0,29.2,35.8,56.6,23.0,165.0,4.7,0.0,0.0048254328697133,100.51,48.28375286041189,14.3,15.7,35.8,6.4,9.1,33.5,0.3,7.1,Often,Always,No,No,Yes,4.0,4.4,14.1,Moderately Severe,Severe,Moderate,24.685714285714287
USER0175,18-24,Female,YouTube,3.0,6.28,13.0,36.0,165.0,21.0,294.0,4013.0,2.83,0.82,58.0,23.8,18.2,58.8,25.0,135.0,1.7,0.559322033898305,0.0732436472346786,157.0,45.06369426751593,10.8,9.1,37.2,7.0,8.1,40.3,32.7,6.4,Often,Sometimes,Yes,Yes,No,5.0,6.1,16.0,Moderate,Moderate,Moderate,20.357142857142858
USER0176,35-44,Female,Facebook,4.0,2.39,0.0,0.0,0.0,0.0,219.0,62.0,1.11,0.89,43.0,12.4,44.7,43.2,25.0,179.0,2.1,0.0,3.4761904761904763,59.75,46.44351464435147,8.5,17.4,34.9,11.8,3.7,48.6,12.1,1.9,Rarely,Sometimes,No,No,No,3.1,11.9,9.5,Mild,Severe,Poor,18.985714285714288
USER0177,18-24,Male,Snapchat,4.0,8.49,16.0,42.0,259.0,14.0,368.0,96.0,4.18,0.84,52.6,37.8,9.5,46.2,9.0,105.0,1.5,0.7018970189701897,3.7938144329896906,76.41,49.23439340400471,7.5,5.4,16.6,14.3,3.2,41.9,35.6,5.5,Often,Never,No,Yes,Yes,4.7,12.8,16.0,Mild,Mild,Poor,15.328571428571433
USER0178,45-54,Male,Facebook,5.0,1.88,2.0,10.0,28.0,1.0,65.0,102.0,0.73,0.3,11.0,33.9,55.0,19.7,10.0,165.0,2.3,0.4242424242424242,0.6310679611650486,18.8,38.82978723404256,18.7,18.7,38.0,20.9,7.9,66.8,20.05,5.8,Always,Never,Yes,Yes,Yes,2.2,9.2,4.1,Moderately Severe,Severe,Poor,13.95
USER0180,18-24,Female,TikTok,5.0,7.34,22.0,54.0,371.0,30.0,1715.0,313.0,3.64,0.9,28.6,11.8,59.6,57.0,22.0,138.0,2.1,0.2162004662004662,5.461783439490445,161.48,49.59128065395096,9.0,19.6,14.2,15.4,9.6,46.1,13.5,4.5,Always,Sometimes,No,No,No,2.7,8.1,14.0,Mild,Severe,Poor,16.971428571428568
USER0181,35-44,Male,Facebook,5.0,2.54,3.0,5.0,51.0,5.0,2184.0,152.0,1.25,0.94,47.1,14.8,38.1,35.9,10.0,52.0,8.4,0.0233409610983981,14.27450980392157,25.4,49.21259842519685,25.2,3.2,39.7,10.1,6.6,71.2,22.5,7.0,Often,Never,No,No,Yes,8.3,4.3,25.6,Severe,,Poor,15.671428571428573
USER0182,18-24,Male,Snapchat,4.0,6.88,11.0,20.0,365.0,46.0,80.0,925.0,2.88,0.62,26.9,39.6,33.5,80.6,11.0,67.0,1.0,4.506172839506172,0.0863930885529157,75.67999999999999,41.860465116279066,18.4,9.4,27.8,13.6,7.4,437.95287207317534,37.8,4.7,Often,Never,No,Yes,Yes,6.2,4.9,29.5,Moderately Severe,Moderate,Poor,-40.79326743902505
USER0183,45-54,Female,TikTok,2.0,1.11,1.0,2.0,8.0,0.0,25.0,40.0,0.54,0.95,40.5,37.4,22.1,50.0,24.0,47.0,5.4,0.3076923076923077,0.6097560975609756,26.64,48.648648648648646,7.3,3.9,11.4,4.6,6.2,41.0,3.6,3.1,Always,Never,Yes,No,No,8.0,14.5,26.6,Mild,,Good,21.77142857142857
USER0185,18-24,Male,YouTube,4.0,8.98,28.0,73.0,238.0,22.0,593.0,309.0,2.31,0.93,44.8,26.4,28.8,24.4,24.0,62.0,7.1,0.4006734006734007,1.912903225806452,215.52,25.72383073496659,19.7,8.5,30.2,19.2,5.5,50.0,2.8,5.6,Always,Rarely,Yes,No,Yes,2.3,4.3,3.9,Severe,Mild,Poor,18.571428571428573
USER0186,25-34,Male,YouTube,4.0,3.46,2.0,3.0,35.0,3.0,90.0,105.0,1.13,0.36,26.6,15.3,58.1,60.9,21.0,77.0,8.6,0.3846153846153846,0.8490566037735849,72.66,32.65895953757225,11.2,18.6,19.2,9.9,5.7,41.1,6.6,9.0,Always,Sometimes,No,Yes,No,3.4,12.5,11.0,Moderate,Severe,Moderate,18.885714285714283
USER0188,18-24,Male,Facebook,2.0,4.99,1.0,2.0,25.0,3.0,25.0,25.0,1.67,0.92,19.5,5.2,75.4,71.5,19.0,182.0,8.4,0.9615384615384616,0.9615384615384616,94.81,33.46693386773546,7.8,18.6,11.7,2.5,1.6,74.5,24.6,7.0,Always,Often,Yes,Yes,No,4.0,12.7,21.4,Mild,Severe,Good,10.842857142857143
USER0189,35-44,Male,Instagram,2.0,1.52,0.0,0.0,0.0,0.0,4888.0,1889.0,0.43,0.27,19.2,17.0,63.8,28.0,17.0,41.0,7.1,0.0,2.5862433862433862,25.84,28.289473684210524,18.3,15.3,12.7,8.7,6.5,35.2,39.4,6.8,Always,Sometimes,No,No,No,7.4,9.3,6.2,Moderately Severe,Severe,Moderate,13.97142857142857
USER0190,45-54,Female,YouTube,3.0,2.19,2.0,4.0,12.0,6.0,918.0,259.5,0.66,0.76,42.9,37.6,19.5,67.5,15.0,120.0,9.5,0.0130576713819368,3.523992322456814,32.85,30.136986301369863,17.0,8.1,27.1,2.6,3.1,50.7,14.4,6.1,Often,Rarely,Yes,No,Yes,5.25,2.5,3.8,Moderately Severe,Mild,Good,18.5
USER0191,13-17,Male,Twitter,4.0,7.0,1.0,2.0,5.0,0.0,18459.0,3749.0,1.47,0.69,36.6,8.6,54.8,57.1,11.0,96.0,8.1,0.0002708559046587,4.9224,77.0,21.0,8.9,10.5,32.1,5.7,4.9,64.7,27.2,1.6,Often,Rarely,No,No,Yes,4.5,3.1,24.9,Mild,Moderate,Moderate,16.27142857142857
USER0192,13-17,Male,TikTok,2.0,5.16,4.0,10.0,102.0,5.0,64.0,7316.0,1.38,0.65,22.6,25.2,52.1,20.7,27.0,162.0,2.4,1.5692307692307692,0.008746754134208,139.32,26.744186046511626,21.3,20.7,26.0,1.9,4.3,34.1,2.9,2.6,Sometimes,Never,No,Yes,No,6.5,8.6,3.5,Severe,Severe,Good,20.385714285714283
USER0193,13-17,Female,YouTube,3.0,4.05,0.0,0.0,0.0,0.0,0.0,2122.0,1.81,0.545,33.0,23.4,51.4,20.7,15.0,128.0,9.4,0.0,0.0,60.75,44.69135802469136,19.7,9.9,36.3,11.0,1.8,62.2,16.0,3.6,Rarely,Often,No,Yes,No,3.8,12.0,6.1,Severe,Moderate,Poor,15.728571428571426
USER0194,18-24,Female,YouTube,2.0,4.81,10.0,24.0,113.0,12.0,74.0,332.0,1.56,0.2,40.6,37.8,21.5,32.4,22.0,189.0,1.4,1.5066666666666666,0.2222222222222222,105.82,32.432432432432435,21.6,12.0,12.5,20.4,7.6,29.5,17.2,5.4,Always,Always,No,No,No,2.1,0.5,9.6,Severe,Moderate,Poor,16.571428571428573
USER0195,18-24,Male,Snapchat,2.0,5.87,3.0,5.0,39.0,4.0,30.0,90.0,1.87,0.26,17.8,34.0,48.2,53.9,22.0,37.0,3.9,1.2580645161290325,0.3296703296703296,129.14,31.85689948892675,25.7,20.3,34.4,7.4,2.3,58.8,17.0,7.2,Often,Rarely,No,No,No,8.1,0.4,20.7,Severe,Severe,Moderate,14.114285714285716
USER0196,55+,Female,Instagram,4.0,0.97,3.0,7.0,58.0,5.0,7.0,40.0,0.28,0.18,25.7,6.5,67.8,76.8,8.0,169.0,5.9,7.25,0.1707317073170731,7.76,28.865979381443303,10.2,7.9,12.7,4.0,9.9,54.0,6.6,10.0,Often,Rarely,No,No,No,3.4,0.5,16.0,Moderate,Mild,Good,19.828571428571426
USER0197,35-44,Female,YouTube,5.0,1.77,5.0,14.0,1.0,0.0,154.0,601.0,0.47,0.9,38.0,34.0,28.0,44.6,23.0,82.0,7.0,0.0064516129032258,0.2558139534883721,40.71,26.55367231638418,14.4,16.6,25.1,13.3,7.2,28.0,32.0,5.9,Never,Always,No,No,No,8.5,7.7,8.2,Moderately Severe,Severe,Poor,17.742857142857144
USER0198,35-44,Female,YouTube,2.0,1.83,1.0,1.0,13.0,1.0,103.0,20.0,0.6,0.37,19.9,7.3,72.8,56.0,15.0,48.0,2.5,0.125,4.904761904761905,27.450000000000003,32.78688524590164,20.3,19.6,25.1,4.2,3.9,54.3,7.8,3.1,Never,Always,No,No,No,9.4,4.6,25.9,Severe,Severe,Good,16.52857142857143
USER0199,18-24,Male,Instagram,2.0,7.99,20.0,36.0,125.0,6.0,1930.0,106.0,1.78,0.31,51.5,38.2,10.3,80.1,28.0,95.0,1.5,0.0647332988089073,18.03738317757009,223.72,22.27784730913642,19.7,20.2,18.2,5.7,7.3,43.2,28.7,8.2,Sometimes,Sometimes,No,No,Yes,5.25,7.2,28.9,Severe,Severe,Moderate,14.9
USER0200,13-17,Male,Instagram,3.0,3.05,11.0,21.0,78.0,11.0,37.0,1605.0,0.84,0.73,28.2,24.8,47.0,68.2,11.0,182.0,4.4,2.0526315789473686,0.023038605230386,33.55,27.54098360655738,18.4,13.9,39.8,2.0,3.5,38.9,13.8,9.0,Never,Sometimes,No,Yes,No,1.7,8.3,6.0,Moderately Severe,Moderate,Good,21.257142857142856
USER0201,25-34,Male,Facebook,5.0,3.7,13.0,10.0,131.0,17.0,550.0,6.0,1.71,0.18,20.6,31.3,48.1,69.6,17.0,144.0,6.0,0.2377495462794918,78.57142857142857,62.900000000000006,46.21621621621621,23.9,13.4,11.8,6.3,6.5,50.8,36.4,4.2,Often,Rarely,Yes,No,No,1.7,2.7,16.0,Severe,Moderate,Moderate,11.857142857142858
USER0202,18-24,Male,Snapchat,4.0,8.03,22.0,59.0,219.0,14.0,29.0,21.0,2.59,0.71,12.8,6.2,81.0,33.5,29.0,82.0,4.0,7.3,1.318181818181818,232.87,32.25404732254047,25.5,7.0,26.6,2.9,7.1,46.4,11.9,1.5,Often,Often,No,No,Yes,7.5,7.2,25.9,Severe,Mild,Good,19.442857142857143
USER0203,18-24,Male,Instagram,3.0,5.15,5.0,7.0,142.0,16.0,15.0,124.0,1.27,0.545,28.0,28.5,43.5,48.3,17.0,41.0,2.5,8.875,0.12,87.55000000000001,24.66019417475728,16.1,16.6,38.0,15.6,4.7,30.7,14.7,7.1,Often,Always,No,No,No,7.5,7.7,17.8,Moderately Severe,Severe,Poor,20.385714285714283
USER0205,25-34,Female,Facebook,3.0,2.16,9.0,18.0,241.0,32.0,34.0,108.0,0.87,0.63,40.2,28.9,31.0,25.8,5.0,103.0,9.5,6.885714285714286,0.3119266055045872,10.8,40.27777777777777,15.3,17.0,16.6,8.3,9.6,37.6,7.7,1.2,Never,Never,Yes,Yes,Yes,4.3,0.3,22.8,Moderately Severe,Severe,Moderate,19.842857142857135
USER0206,18-24,Male,Instagram,2.0,7.26,4.0,8.0,124.0,8.0,311.0,70.0,1.47,1.0,19.2,25.8,55.0,16.0,7.0,66.0,1.3,0.3974358974358974,4.380281690140845,50.82,20.24793388429752,22.5,10.4,39.5,14.3,7.7,70.2,37.8,3.1,Always,Sometimes,No,No,No,5.3,1.5,6.0,Severe,Moderate,Poor,12.671428571428573
USER0209,25-34,Female,YouTube,3.0,2.51,0.0,0.0,0.0,0.0,0.0,21.0,0.73,0.9,10.7,16.3,73.0,55.5,26.0,192.0,6.1,0.0,0.0,65.25999999999999,29.08366533864542,7.6,12.1,26.1,14.2,7.8,33.4,22.8,4.2,Rarely,Often,No,No,No,7.9,10.8,16.0,Mild,Moderate,Poor,20.085714285714285
USER0210,25-34,Non-binary,YouTube,4.0,5.25,5.0,11.0,158.0,23.0,50.0,259.5,1.81,0.22,14.1,34.0,51.9,80.5,29.0,124.0,8.3,3.0980392156862746,0.1919385796545105,152.25,34.476190476190474,14.8,12.5,18.8,10.4,8.1,46.0,2.8,7.1,Often,Sometimes,No,No,No,2.3,9.0,16.0,Moderately Severe,Moderate,Poor,19.642857142857142
USER0211,18-24,Female,Instagram,3.0,6.01,13.0,21.0,75.0,8.0,1443.0,361.0,2.45,0.73,47.7,35.6,16.8,73.5,21.0,158.0,3.8,0.0519390581717451,3.986187845303868,126.21,40.76539101497504,17.5,12.3,16.8,5.0,7.9,51.6,37.4,10.0,Sometimes,Always,No,No,No,2.8,1.5,17.8,Moderately Severe,Moderate,Good,13.97142857142857
USER0212,25-34,Male,Snapchat,5.0,5.4,2.0,4.0,13.0,1.0,133.0,41.0,2.03,0.59,14.3,7.0,78.7,20.0,6.0,73.0,9.4,0.0970149253731343,3.1666666666666665,32.400000000000006,37.59259259259259,22.7,7.7,22.6,11.7,9.2,34.2,36.7,1.4,Often,Always,No,No,No,5.2,12.8,5.8,Severe,Mild,Poor,16.714285714285715
USER0213,25-34,Female,Twitter,3.0,4.76,2.0,4.0,62.0,8.0,6.0,4280.0,1.47,0.68,33.3,11.6,55.0,85.6,18.0,151.0,9.3,8.857142857142858,0.0014015416958654,85.67999999999999,30.88235294117647,10.1,12.2,22.3,12.1,9.3,77.3,18.6,2.7,Always,Always,No,No,No,10.0,0.7,22.4,Moderate,Moderate,Poor,14.228571428571428
USER0214,55+,Female,Snapchat,4.0,1.55,1.0,2.0,25.0,2.0,84.0,4285.0,0.5,0.94,35.8,9.2,68.2,76.2,16.0,33.0,2.5,0.2941176470588235,0.0195986934204386,24.8,32.25806451612903,26.8,12.7,31.5,9.3,4.2,79.3,3.7,4.8,Always,Always,No,Yes,No,4.9,7.5,7.1,Severe,Moderate,Moderate,13.87142857142857
USER0215,13-17,Female,Facebook,3.0,7.99,9.0,23.0,51.0,7.0,5.0,9.0,3.18,0.5,42.4,7.2,50.4,25.2,9.0,52.0,3.4,8.5,0.5,71.91,39.799749687108886,8.9,12.3,21.3,10.3,2.8,79.8,14.7,4.7,Rarely,Often,Yes,No,No,5.6,9.9,17.1,Mild,Moderate,Poor,12.842857142857142
USER0217,25-34,Female,Instagram,3.0,3.59,2.0,3.0,31.0,3.0,127.0,607.0,1.61,0.17,33.8,23.4,39.1,29.6,21.0,78.0,9.9,0.2421875,0.2088815789473684,75.39,44.84679665738162,23.5,12.3,36.1,8.7,1.3,50.5,28.3,2.9,Sometimes,Often,Yes,No,No,5.4,7.4,13.5,Severe,Moderate,Moderate,14.914285714285713
USER0218,18-24,Male,YouTube,2.0,7.61,0.0,0.0,0.0,0.0,580.0,307.0,3.06,0.53,50.5,38.3,11.2,16.0,10.0,122.0,4.2,0.0,1.8831168831168832,76.10000000000001,40.21024967148489,10.0,19.6,19.5,11.9,2.3,74.2,39.8,5.4,Rarely,Never,Yes,No,No,6.8,7.4,23.3,Moderate,Severe,Poor,8.22857142857143
USER0219,25-34,Male,Snapchat,3.0,2.47,0.0,0.0,0.0,0.0,9.0,113.0,0.82,0.28,23.2,22.6,54.2,62.4,24.0,108.0,4.7,0.0,0.0789473684210526,59.28,33.19838056680162,20.4,7.5,33.5,17.8,6.4,67.0,23.8,9.2,Sometimes,Often,No,No,No,8.9,1.8,14.7,Severe,Mild,Poor,14.114285714285714
USER0220,55+,Female,YouTube,4.0,0.75,0.0,0.0,0.0,0.0,402.0,674.0,0.21,0.85,37.1,18.1,44.8,28.8,10.0,89.0,1.5,0.0,0.5955555555555555,7.5,28.0,16.8,13.0,29.6,10.6,3.3,56.3,22.1,2.7,Always,Sometimes,Yes,No,No,2.1,0.9,7.3,Moderately Severe,Moderate,Poor,15.2
USER0221,18-24,Male,Snapchat,4.0,8.76,37.0,60.0,299.0,15.0,42.0,266.0,3.12,1.0,20.1,14.0,65.9,18.3,9.0,117.0,6.8,6.953488372093023,0.1573033707865168,78.84,35.61643835616439,6.4,4.0,23.3,17.0,7.0,35.7,0.4,5.1,Sometimes,Always,No,No,Yes,8.0,5.8,25.1,Mild,,Poor,23.25714285714286
USER0222,13-17,Male,Twitter,3.0,5.95,7.0,14.0,81.0,11.0,713.0,1824.0,1.49,0.15,44.5,30.5,25.0,56.6,6.0,20.0,7.0,0.1134453781512605,0.3906849315068493,35.7,25.04201680672269,15.9,17.8,24.0,10.4,9.7,22.9,23.3,2.6,Often,Sometimes,No,No,No,8.7,9.5,16.7,Moderately Severe,Severe,Poor,20.3
USER0223,25-34,Female,Twitter,3.0,4.279999999999999,5.0,12.0,161.0,23.0,5772.0,634.0,1.19,0.54,18.5,6.8,74.7,56.0,16.0,186.0,1.7,0.0278884462151394,9.08976377952756,68.47999999999999,27.80373831775701,19.7,3.5,13.7,2.0,1.9,51.9,4.6,9.4,Never,Rarely,No,No,Yes,8.7,12.1,27.2,Severe,,Good,17.82857142857143
USER0224,18-24,Female,Instagram,5.0,7.24,26.0,55.0,452.0,53.0,14973.0,177.0,3.05,0.65,10.8,11.8,77.3,58.4,25.0,164.0,8.8,0.0301856551355683,84.11797752808988,181.0,42.12707182320442,16.6,17.2,11.5,1.6,2.1,26.0,37.2,2.0,Often,Sometimes,No,No,Yes,1.2,8.0,29.9,Moderately Severe,Severe,Good,15.157142857142857
USER0226,25-34,Male,YouTube,5.0,4.279999999999999,4.0,9.0,42.0,4.0,43.0,40.0,1.54,0.16,51.4,13.9,34.7,34.6,18.0,122.0,8.2,0.9545454545454546,1.048780487804878,77.03999999999999,35.981308411214954,6.2,14.2,27.5,4.4,9.6,59.5,34.2,4.2,Always,Never,Yes,No,No,5.2,10.7,19.9,Mild,Severe,Good,16.742857142857144
USER0227,35-44,Male,Snapchat,4.0,2.72,0.0,0.0,0.0,0.0,6.0,8.0,1.14,0.545,39.2,38.0,22.8,17.3,22.0,85.0,2.1,0.0,0.6666666666666666,59.84,41.91176470588235,11.7,6.7,13.8,0.5,1.7,62.8,6.2,5.7,Often,Often,Yes,No,No,3.4,5.2,22.0,Moderate,Mild,Good,16.900000000000002
USER0228,18-24,Female,Instagram,4.0,4.98,0.0,0.0,75.0,0.0,232.0,1245.0,2.21,0.49,47.5,37.0,15.6,28.6,24.0,89.0,4.9,0.3218884120171674,0.1861958266452648,119.52,44.37751004016064,17.0,4.7,32.7,5.8,4.5,52.6,28.3,8.2,Rarely,Rarely,No,No,No,6.6,5.8,26.7,Moderately Severe,Mild,Moderate,17.47142857142857
USER0229,25-34,Female,Snapchat,5.0,3.71,7.0,13.0,123.0,9.0,11.0,2278.0,0.76,0.68,43.4,33.0,42.5,56.8,22.0,139.0,5.5,10.25,0.0048266783677051,81.62,20.48517520215633,17.8,11.2,10.3,15.1,1.7,61.0,13.0,8.8,Rarely,Often,No,No,No,5.5,4.4,12.2,Moderately Severe,Moderate,Poor,12.085714285714284
USER0230,45-54,Female,Snapchat,5.0,2.86,33.0,67.0,397.0,31.0,290.0,162.0,0.79,0.3,16.9,35.1,48.0,83.4,6.0,112.0,7.1,1.3642611683848798,1.7791411042944785,17.16,27.622377622377627,17.5,20.0,28.0,10.4,1.1,68.0,37.8,7.7,Often,Rarely,Yes,No,No,9.2,15.0,15.8,Moderately Severe,Severe,Poor,9.357142857142858
USER0231,45-54,Female,Snapchat,3.0,2.87,2.0,3.0,54.0,7.0,645.0,41.0,1.15,0.76,38.8,12.2,49.0,30.5,12.0,134.0,4.6,0.0835913312693498,15.357142857142858,34.44,40.06968641114982,23.1,3.8,18.6,7.8,9.8,75.8,12.3,3.0,Sometimes,Always,No,No,No,9.5,3.0,27.5,Severe,,Moderate,14.914285714285716
USER0232,13-17,Male,YouTube,2.0,3.99,12.0,34.0,159.0,13.0,344.0,395.0,1.81,0.26,57.8,18.2,24.0,35.1,25.0,34.0,6.4,0.4608695652173913,0.8686868686868687,99.75,45.363408521303256,21.6,9.6,34.2,2.8,2.2,45.3,22.5,7.3,Rarely,Never,No,No,Yes,6.0,7.3,2.6,Severe,Moderate,Good,17.97142857142857
USER0233,25-34,Male,Instagram,3.0,3.21,12.0,19.0,270.0,32.0,446.0,320.0,0.96,0.55,42.3,22.9,34.8,28.3,5.0,100.0,1.8,0.6040268456375839,1.3894080996884737,16.05,29.906542056074763,18.9,19.9,22.1,18.8,8.3,49.3,12.3,9.0,Rarely,Never,No,No,Yes,6.4,7.5,9.6,Moderately Severe,Severe,Poor,15.500000000000002
USER0234,25-34,Female,YouTube,2.0,5.77,23.0,50.0,75.0,64.0,32.0,337.0,2.28,0.66,41.9,15.8,42.3,78.7,14.0,50.0,8.5,2.272727272727273,0.0946745562130177,80.78,39.51473136915078,26.8,8.2,16.5,10.2,3.9,42.1,5.8,8.9,Sometimes,Never,No,Yes,No,3.7,2.9,10.0,Severe,Mild,Poor,17.17142857142857
USER0235,25-34,Male,TikTok,3.0,3.61,6.0,12.0,83.0,12.0,3.0,61.0,1.49,0.93,17.1,15.6,67.3,81.5,6.0,193.0,7.1,20.75,0.0483870967741935,21.66,41.27423822714682,22.9,4.0,29.4,19.2,5.0,51.2,29.1,1.0,Rarely,Often,No,No,No,2.1,10.1,5.0,Severe,,Poor,14.571428571428571
USER0236,25-34,Male,Twitter,4.0,4.52,17.0,47.0,15.0,2.0,124.0,309.0,0.98,0.33,36.4,11.0,52.6,52.9,17.0,44.0,9.8,0.12,0.4,76.83999999999999,21.68141592920354,16.2,4.7,27.7,6.7,8.5,79.9,10.3,1.6,Never,Rarely,No,Yes,Yes,6.4,8.9,2.3,Moderately Severe,Mild,Moderate,16.557142857142857
USER0237,18-24,Female,Instagram,2.0,6.26,25.0,74.0,29.0,3.0,10613.0,53.0,1.77,0.14,56.5,28.1,15.3,47.6,18.0,82.0,1.5,0.0027322404371584,196.53703703703704,112.68,28.27476038338658,14.7,12.5,18.0,18.3,2.4,44.2,1.5,8.6,Often,Sometimes,Yes,No,No,3.1,14.5,25.8,Moderately Severe,Moderate,Poor,17.228571428571428
USER0238,18-24,Male,Snapchat,2.0,8.31,1.0,1.0,22.0,2.0,776.0,89.0,3.54,0.76,53.8,30.3,15.9,53.4,13.0,87.0,6.6,0.0283140283140283,8.622222222222222,108.03,42.59927797833935,26.7,15.2,37.9,14.5,8.7,75.8,20.7,7.6,Often,Rarely,No,No,Yes,2.0,14.6,26.3,Severe,Severe,Poor,13.05714285714286
USER0239,35-44,Female,Instagram,3.0,3.37,16.0,44.0,216.0,16.0,69.0,68.0,1.13,0.77,44.3,33.5,22.1,51.150000000000006,24.0,102.0,9.9,3.085714285714286,1.0,80.88,33.531157270029674,15.6,20.3,15.6,2.3,6.4,64.0,6.0,8.0,Never,Often,No,No,No,6.8,3.4,28.7,Moderately Severe,Severe,Good,15.6
USER0240,25-34,Female,TikTok,5.0,4.25,2.0,5.0,39.0,5.0,1151.0,146.0,1.19,0.58,52.9,16.4,30.7,40.3,25.0,20.0,3.8,0.0338541666666666,7.829931972789115,106.25,28.0,5.7,7.0,11.1,20.3,8.8,62.9,1.1,9.4,Sometimes,Often,No,No,Yes,3.6,12.0,8.4,Mild,Mild,Poor,17.24285714285714
USER0241,18-24,Prefer not to say,Twitter,3.0,6.14,0.0,0.0,0.0,0.0,12.0,737.0,2.22,0.86,27.0,29.8,43.2,27.3,24.0,108.0,6.7,0.0,0.016260162601626,147.36,36.15635179153095,16.1,15.6,18.6,0.3,9.4,28.0,26.5,3.1,Never,Always,Yes,Yes,Yes,5.6,0.9,7.1,Moderately Severe,Severe,Good,19.985714285714284
USER0242,13-17,Male,Facebook,5.0,3.1,8.0,23.0,233.0,6.0,4535.0,180.0,0.75,0.5,34.1,12.4,53.4,83.2,25.0,179.0,2.8,0.0513668430335097,25.05524861878453,77.5,24.19354838709677,25.3,4.5,18.7,15.3,9.0,31.1,15.5,4.2,Often,Sometimes,Yes,Yes,Yes,2.2,2.4,18.6,Severe,Mild,Poor,19.142857142857142
USER0243,18-24,Female,TikTok,3.0,5.89,5.0,13.0,26.0,1.0,204.0,260.0,2.58,0.77,42.3,10.5,47.3,31.5,9.0,191.0,2.9,0.1268292682926829,0.7816091954022989,53.01,43.803056027164686,11.4,10.2,22.4,2.3,8.4,61.6,3.2,9.2,Always,Rarely,Yes,No,Yes,3.9,2.1,19.7,Moderate,Moderate,Good,19.928571428571427
USER0244,18-24,Female,Twitter,4.0,5.76,0.0,0.0,0.0,0.0,66.0,397.0,2.85,0.44,48.8,17.0,34.2,48.8,18.0,154.0,8.4,0.0,0.1658291457286432,103.68,49.47916666666667,22.5,20.1,19.9,13.0,4.7,54.9,34.0,8.8,Always,Sometimes,No,Yes,No,10.0,7.5,27.8,Severe,Severe,Poor,10.542857142857144
USER0245,25-34,Male,Twitter,5.0,2.28,1.0,2.0,33.0,2.0,8.0,2270.0,0.72,0.22,19.8,13.3,66.9,59.0,18.0,156.0,7.4,3.6666666666666665,0.0035226772346983,41.04,31.57894736842105,26.6,10.1,31.5,12.2,7.5,23.8,24.5,9.3,Sometimes,Always,No,Yes,No,2.2,13.2,21.7,Severe,Moderate,Poor,19.75714285714286
USER0246,18-24,Female,Twitter,4.0,8.0,3.0,4.0,66.0,9.0,1982.0,33.0,1.66,0.72,25.8,7.0,67.2,30.2,18.0,57.0,5.5,0.0332829046898638,58.294117647058826,144.0,20.75,19.0,13.6,13.9,10.5,2.8,46.8,27.2,9.8,Never,Sometimes,No,No,No,1.8,12.0,7.9,Moderately Severe,Moderate,Poor,13.057142857142855
USER0247,18-24,Male,Instagram,2.0,4.03,5.0,11.0,61.0,4.0,34.0,434.0,1.88,0.6,36.7,11.8,51.4,30.1,27.0,40.0,1.0,1.7428571428571429,0.0781609195402298,108.81,46.650124069478906,16.9,20.8,39.5,6.6,2.2,73.6,24.6,1.3,Often,Always,No,Yes,No,4.9,9.2,9.2,Moderately Severe,Severe,Moderate,12.914285714285716
USER0248,25-34,Female,Twitter,4.0,2.22,1.0,2.0,48.0,6.0,7380.0,194.0,0.62,0.66,51.5,11.7,36.9,72.2,25.0,81.0,4.9,0.0065031838504267,37.84615384615385,55.50000000000001,27.927927927927925,15.5,16.6,24.8,17.8,7.4,56.4,20.05,4.4,Never,Always,Yes,Yes,No,4.0,14.3,20.6,Moderately Severe,Severe,Poor,14.60714285714286
USER0249,35-44,Male,Twitter,3.0,3.96,12.0,29.0,37.0,2.0,1209.0,128.0,0.82,0.16,29.4,25.4,45.2,29.0,23.0,108.0,2.8,0.0305785123966942,9.372093023255816,91.08,20.707070707070702,15.1,16.6,33.4,10.1,1.7,70.9,13.4,6.7,Never,Always,No,Yes,No,6.4,12.7,21.8,Moderately Severe,Severe,Poor,14.242857142857142
